block	species	chr	chr_beg	chr_end	orientation
1500	CP026877	1	2306336	2307342	-
1500	CP026845	1	4011302	4012307	+
1500	CP026846	1	3989391	3990397	-
1500	CP027027	1	4756946	4757954	+
1499	CP026836	1	4558445	4563351	+
1499	CP049278	1	3716196	3721100	+
1499	CP026824	1	3293353	3298257	+
1499	CP041620	1	4079121	4084036	+
1499	CP026877	1	2143803	2148707	+
1499	CP026845	1	4164305	4169208	-
1499	CP026846	1	3830266	3835170	+
1499	CP027027	1	4863799	4868704	+
1498	CP026836	1	4553469	4555471	+
1498	CP049278	1	3712312	3714314	+
1498	CP026824	1	3288380	3290380	+
1498	CP041620	1	4074162	4076148	+
1498	CP026877	1	2137386	2139382	+
1498	CP026845	1	4173614	4175611	-
1498	CP026846	1	3826382	3828384	+
1498	CP027027	1	4858823	4860825	+
1497	CP026836	1	4482892	4487433	+
1497	CP026824	1	3365909	3370465	+
1497	CP041620	1	4052153	4056716	-
1497	CP027027	1	4820735	4825297	-
1496	CP026836	1	4474451	4478105	+
1496	CP026824	1	3359178	3362835	+
1496	CP041620	1	4061062	4064719	-
1496	CP027027	1	4828374	4832034	-
1495	CP026836	1	4451858	4454732	+
1495	CP049278	1	3704947	3707831	-
1495	CP026824	1	3283499	3286303	-
1495	CP041620	1	4064827	4067720	-
1495	CP026877	1	2131337	2134225	-
1495	CP026845	1	4180077	4182964	+
1495	CP026846	1	3816228	3819136	-
1495	CP027027	1	4853938	4856743	-
1494	CP026836	1	4449899	4451589	+
1494	CP026836	1	4551659	4553348	-
1494	CP049278	1	3708100	3709754	-
1494	CP026824	1	3286572	3288259	-
1494	CP041620	1	4067989	4069680	-
1494	CP041620	1	4072345	4074035	-
1494	CP026877	1	2134494	2136184	-
1494	CP026845	1	4178120	4179808	+
1494	CP026846	1	3819405	3821059	-
1494	CP027027	1	4857012	4858702	-
1493	CP026836	1	4334948	4340757	+
1493	CP049278	1	4086946	4092758	-
1493	CP026824	1	3115995	3121802	+
1493	CP041620	1	2398326	2404138	-
1493	CP026877	1	2515616	2521424	-
1493	CP026845	1	3797239	3803033	+
1493	CP026846	1	4199502	4205311	-
1493	CP027027	1	35185	40994	-
1492	CP026836	1	3741918	3743467	+
1492	CP049278	1	103938	105405	+
1492	CP026877	1	3382662	3384129	+
1492	CP026845	1	2905497	2906961	+
1492	CP026846	1	53377	54844	-
1491	CP026836	1	3739532	3740750	+
1491	CP026877	1	3380287	3381494	+
1491	CP026845	1	2943223	2944431	-
1490	CP026836	1	3291177	3294720	+
1490	CP026824	1	2758007	2761550	-
1490	CP041620	1	3457068	3460628	-
1490	CP026877	1	2947072	2950650	+
1490	CP026845	1	3379313	3382889	-
1490	CP014768	1	4105618	4109162	+
1490	CP027027	1	406663	410206	+
1489	CP026836	1	3289108	3290682	+
1489	CP049278	1	4486236	4487810	+
1489	CP026824	1	2762045	2763619	-
1489	CP041620	1	3461123	3462697	-
1489	CP026877	1	2940678	2942252	+
1489	CP026845	1	3387715	3389288	-
1489	CP026846	1	493889	495463	-
1489	CP014768	1	4103549	4105123	+
1489	CP027027	1	404594	406168	+
1488	CP026836	1	3281564	3282907	+
1488	CP049278	1	4478726	4480069	+
1488	CP026824	1	2765493	2766834	-
1488	CP041620	1	3468911	3470253	-
1488	CP026877	1	2931831	2933173	+
1488	CP026845	1	3395489	3396831	-
1488	CP026846	1	501630	502971	-
1488	CP014768	1	4096928	4098266	+
1488	CP027027	1	401377	402720	+
1487	CP026836	1	2822044	2823480	+
1487	CP049278	1	798259	799895	-
1487	CP026824	1	1636726	1638362	+
1487	CP041620	1	2157356	2158992	+
1487	CP026877	1	4093003	4094628	-
1487	CP026845	1	2232097	2233733	+
1487	CP026846	1	866481	868116	-
1487	CP027027	1	1516625	1518261	-
1486	CP026836	1	2726136	2727450	+
1486	CP049278	1	905983	907297	-
1486	CP026831	1	435474	436789	+
1486	CP026877	1	4187785	4189099	-
1486	CP026845	1	2091102	2092414	+
1486	CP026846	1	974497	975811	-
1485	CP026836	1	2337428	2338468	+
1485	CP049278	1	1321631	1322671	-
1485	CP026824	1	1164541	1165581	-
1485	CP026877	1	4611240	4612280	-
1485	CP026846	1	1428578	1429618	-
1485	CP027027	1	1986676	1987716	+
1484	CP026836	1	2330241	2334624	+
1484	CP049278	1	1323496	1327879	-
1484	CP026824	1	1172947	1177328	-
1484	CP026877	1	4613105	4617488	-
1484	CP026846	1	1430443	1434825	-
1484	CP027027	1	1974856	1980463	+
1483	CP026836	1	2195834	2206348	+
1483	CP044151	1	4076342	4086853	+
1483	CP026802	1	3384821	3395492	-
1483	CP032523	1	2548659	2559170	+
1482	CP026836	1	2186455	2195821	+
1482	CP026836	1	4458955	4468156	-
1482	CP044151	1	4066883	4076329	+
1482	CP026824	1	3341246	3350726	-
1482	CP026802	1	3395505	3404951	-
1482	CP032523	1	2539199	2548646	+
1482	CP027027	1	4840492	4849989	+
1481	CP026836	1	1987929	1989152	+
1481	CP026827	1	2295876	2297106	+
1481	CP026877	1	1115771	1116994	+
1480	CP026836	1	1984987	1987928	+
1480	CP026827	1	2292164	2295101	+
1480	CP026877	1	1112829	1115770	+
1479	CP026836	1	1611049	1612421	+
1479	CP049278	1	2015925	2017298	-
1479	CP026824	1	4375155	4376526	-
1479	CP041620	1	4915271	4916644	-
1479	CP026846	1	2120948	2122321	-
1478	CP026836	1	1609990	1611047	+
1478	CP026824	1	4376527	4377581	-
1478	CP041620	1	4916645	4917705	-
1477	CP026836	1	1579623	1580765	+
1477	CP049278	1	2043284	2044429	-
1477	CP026845	1	4721722	4722865	-
1477	CP026846	1	2148304	2149449	-
1476	CP026836	1	1574460	1575763	+
1476	CP026836	1	1605066	1606369	+
1476	CP049278	1	2020385	2021687	-
1476	CP049278	1	2048243	2049545	-
1476	CP026824	1	4393187	4394489	-
1476	CP026845	1	4726675	4727976	-
1476	CP026846	1	2125408	2126710	-
1476	CP026846	1	2153262	2154564	-
1475	CP026836	1	1527343	1529948	+
1475	CP026824	1	315574	318173	+
1475	CP027027	1	2845590	2848189	-
1474	CP026836	1	1517664	1518816	+
1474	CP049278	1	2062650	2063800	-
1474	CP026877	1	1303550	1304693	+
1474	CP026845	1	4825277	4826429	+
1474	CP026846	1	2167666	2168816	-
1474	CP027027	1	2863770	2864921	-
1473	CP026836	1	1433563	1434624	+
1473	CP045522	1	2746433	2747484	-
1473	CP032513	1	1187229	1188280	-
1473	CP026831	1	1725795	1726863	+
1473	CP026827	1	1130786	1131848	-
1473	CP026098	1	2269931	2270982	-
1472	CP026836	1	1350982	1352216	+
1472	CP026836	1	1824836	1826088	-
1471	CP026836	1	1324213	1325949	+
1471	CP026824	1	138033	139769	+
1471	CP026831	1	2444271	2446008	+
1471	CP026845	1	134665	136402	-
1471	CP027027	1	3049814	3051551	-
1470	CP026836	1	1322511	1324211	+
1470	CP026824	1	136331	138031	+
1470	CP026831	1	2442569	2444269	+
1470	CP027027	1	3051552	3053253	-
1469	CP026836	1	1312291	1320176	+
1469	CP026877	1	1155705	1165023	+
1469	CP026845	1	137827	147142	-
1468	CP026836	1	910302	911332	+
1468	CP026836	1	1584531	1585591	+
1467	CP026836	1	786948	789448	+
1467	CP026824	1	4666604	4669107	+
1467	CP026877	1	2036434	2038933	-
1467	CP027027	1	3560085	3562596	-
1466	CP026836	1	783173	786947	+
1466	CP026824	1	4662832	4666603	+
1466	CP026831	1	2927336	2930464	+
1466	CP026877	1	2038935	2042710	-
1466	CP027027	1	3562598	3566373	-
1465	CP026836	1	700162	701407	+
1465	CP049278	1	2816194	2817438	-
1465	CP026824	1	4562291	4563536	+
1465	CP026877	1	482104	483349	+
1465	CP026845	1	772932	774176	-
1465	CP026846	1	2913964	2915208	-
1465	CP027027	1	3668052	3669296	-
1464	CP026836	1	425226	426910	+
1464	CP032513	1	2096408	2098091	-
1464	CP026827	1	1947388	1949071	-
1464	CP045784	1	285548	287231	-
1463	CP026836	1	421956	423506	+
1463	CP032513	1	2099824	2101364	-
1463	CP026827	1	1950804	1952344	-
1463	CP045784	1	288964	290504	-
1462	CP026836	1	398486	400040	+
1462	CP026824	1	490889	492444	-
1462	CP021144	1	154248	155805	-
1462	CP027027	1	2671362	2672918	+
1461	CP026836	1	391960	393610	+
1461	CP049278	1	1640401	1642048	-
1461	CP026824	1	496161	497807	+
1461	CP026877	1	4961708	4963359	-
1461	CP026845	1	1377881	1379511	+
1461	CP026846	1	1744843	1746489	-
1461	CP027027	1	2664766	2666417	-
1460	CP026836	1	383889	385012	+
1460	CP049278	1	3294896	3296002	+
1460	CP026824	1	505735	506858	-
1460	CP026877	1	1645675	1646774	+
1460	CP026845	1	4601461	4602559	-
1460	CP026846	1	3396585	3397690	+
1460	CP027027	1	2653375	2654474	+
1459	CP026836	1	360302	365930	+
1459	CP026832	1	2895990	2902509	-
1459	CP026824	1	4250924	4257434	+
1459	CP026802	1	3558534	3565053	-
1459	CP041620	1	2738749	2745267	-
1459	CP026840	1	240993	247512	-
1459	HE616528	1	4467787	4474306	+
1459	CP026831	1	1480399	1486918	+
1459	CP026877	1	1619739	1626079	+
1459	CP034935	1	4418622	4425141	+
1459	CP026834	1	1023503	1030011	-
1459	CP049281	1	1615847	1622366	+
1459	CP026805	1	1155784	1162303	-
1459	CP027027	1	3961301	3967818	-
1458	CP026836	1	358221	360065	+
1458	CP026802	1	3565289	3567134	-
1458	HE616528	1	4465705	4467550	+
1457	CP026836	1	347668	355307	+
1457	CP026832	1	2910277	2919113	-
1457	CP026824	1	4231801	4239381	+
1457	CP026802	1	3570049	3577688	-
1457	CP041620	1	2752202	2759838	-
1457	CP026840	1	255283	264118	-
1457	HE616528	1	4455151	4462791	+
1457	CP026831	1	1464326	1471968	+
1457	CP034935	1	4400682	4409515	+
1457	CP026834	1	1039118	1047950	-
1457	CP049281	1	1597907	1606744	+
1457	CP026805	1	1171407	1180239	-
1457	CP027027	1	3980596	3988177	-
1456	CP026836	1	343562	347667	+
1456	CP026832	1	2919115	2923222	-
1456	CP026824	1	4226271	4230372	+
1456	CP026802	1	3577690	3581794	-
1456	CP041620	1	2759840	2763946	-
1456	CP026840	1	264120	268227	-
1456	HE616528	1	4451046	4455150	+
1456	CP026831	1	1460292	1464325	+
1456	CP034935	1	4396575	4400681	+
1456	CP026834	1	1047952	1052058	-
1456	CP049281	1	1593799	1597906	+
1456	CP026805	1	1180241	1184347	-
1456	CP027027	1	3989605	3993708	-
1455	CP026836	1	336888	340457	+
1455	CP026832	1	2924794	2928363	-
1455	CP026802	1	3585393	3588962	-
1455	CP041620	1	2766924	2770493	-
1455	CP026840	1	269799	273368	-
1455	HE616528	1	4443878	4447447	+
1455	CP026831	1	1454057	1457626	+
1455	CP034935	1	4391433	4395002	+
1455	CP026834	1	1053632	1057201	-
1455	CP049281	1	1588657	1592226	+
1455	CP026805	1	1185919	1189488	-
1454	CP026836	1	260967	263839	+
1454	CP026827	1	719401	722273	+
1454	CP026877	1	80613	83485	+
1454	CP026845	1	1151091	1153960	+
1454	CP026846	1	1094712	1097584	+
1453	CP026836	1	209844	210857	+
1453	CP026824	1	3409611	3410618	+
1452	CP026836	1	208354	209801	+
1452	CP026824	1	4152509	4153955	+
1452	CP027027	1	4058023	4059469	-
1451	CP026836	1	15532	17508	+
1451	CP049278	1	3320799	3322776	-
1451	CP026824	1	3952517	3954491	+
1451	CP026877	1	1668913	1670888	-
1451	CP026845	1	4573321	4575294	+
1451	CP026846	1	3421219	3423196	-
1451	CP027027	1	4243481	4245456	-
1450	CP000266	1	3571045	3572143	+
1450	CP026799	1	119347	120445	-
1450	CP037923	1	4221234	4222332	-
1449	CP000266	1	1086896	1088858	+
1449	CP034060	1	3154735	3156690	-
1449	CP026799	1	2537174	2539132	-
1449	CP037923	1	2129237	2131195	-
1449	CP026776	1	1282595	1284553	-
1449	CP026768	1	1353833	1355791	-
1449	CP026803	1	2453093	2455053	+
1448	CP000266	1	1083483	1086895	+
1448	CP034060	1	3156692	3160887	-
1448	CP026799	1	2539134	2542546	-
1448	CP037923	1	2131197	2134610	-
1448	CP041620	1	1013890	1017308	-
1448	CP026776	1	1284555	1288750	-
1448	CP014768	1	1875188	1878607	+
1448	CP026768	1	1355793	1359211	-
1448	CP026803	1	2449672	2453092	+
1447	CP000266	1	1081924	1083481	+
1447	CP034060	1	3160888	3162445	-
1447	CP026799	1	2542547	2544104	-
1447	CP037923	1	2134611	2136168	-
1447	CP041620	1	1017309	1018866	-
1447	CP026776	1	1288751	1290308	-
1447	CP014768	1	1873629	1875186	+
1447	CP026768	1	1359212	1360769	-
1446	CP026842	1	2924218	2925391	+
1446	CP026828	1	1924333	1925517	-
1446	CP026828	1	3009853	3011056	+
1445	CP026842	1	2163612	2164940	+
1445	CP026839	1	2599019	2600347	-
1445	CP026840	1	4472754	4474070	+
1445	CP026825	1	187191	188517	-
1444	CP026842	1	921092	922509	+
1444	CP026836	1	277309	278731	+
1444	CP049278	1	2717816	2719229	-
1444	CP026832	1	1381448	1382866	-
1444	CP026824	1	4678303	4679718	+
1444	CP026840	1	3408819	3410148	+
1444	CP026877	1	579455	580873	+
1444	CP026877	1	2026107	2027527	-
1444	CP026828	1	4021177	4022595	+
1444	CP045784	1	539220	540638	+
1444	CP026825	1	2272876	2274293	-
1444	CP034935	1	1319373	1320791	+
1444	CP026834	1	4181214	4182632	-
1444	CP026845	1	672569	673984	-
1444	CP026846	1	2815575	2816987	-
1444	CP026805	1	4305929	4307346	-
1444	CP027027	1	3549456	3550874	-
1443	CP026842	1	918002	919456	+
1443	CP026836	1	796527	797984	+
1443	CP026832	1	1384505	1385962	-
1443	CP000036	1	652848	654305	+
1443	CP026811	1	1946735	1948191	+
1443	CP026840	1	3405724	3407181	+
1443	CP026877	1	2029166	2030623	-
1443	CP026828	1	4017304	4018761	+
1443	CP045784	1	536124	537581	+
1443	CP026825	1	2275931	2277388	-
1443	CP034935	1	1316277	1317734	+
1443	CP026834	1	4184271	4185728	-
1443	CP011511	1	674995	676452	+
1443	CP026805	1	4308985	4310442	-
1443	CP026731	1	3838241	3839697	-
1442	CP026842	1	908983	911583	+
1442	CP026836	1	789450	792043	+
1442	CP026832	1	1392388	1394992	-
1442	CP026824	1	4669109	4671696	+
1442	CP026840	1	3419663	3422284	-
1442	CP026877	1	2033838	2036433	-
1442	CP045784	1	527087	529692	+
1442	CP026825	1	2283813	2286415	-
1442	CP034935	1	1307223	1309846	+
1442	CP026834	1	4192158	4194781	-
1442	CP026805	1	4316869	4319490	-
1442	CP027027	1	3557490	3560084	-
1441	CP026842	1	467573	469888	+
1441	CP026832	1	963643	965956	+
1441	CP026824	1	1033750	1036059	+
1441	CP026840	1	2985066	2987369	+
1441	CP045784	1	957330	959644	-
1441	CP026825	1	1854758	1857069	+
1441	CP034935	1	1737049	1739363	-
1441	CP026834	1	3767197	3769512	+
1441	CP026805	1	3890362	3892677	+
1441	CP027027	1	2120149	2122463	-
1440	CP026842	1	24052	25225	+
1440	CP026832	1	1233599	1234768	-
1440	CP026828	1	2305249	2306427	-
1440	CP026828	1	2709982	2711158	+
1440	CP026828	1	3517164	3518334	+
1440	CP045784	1	687970	689139	+
1440	CP045784	1	873319	874489	+
1440	CP045784	1	4662919	4664089	+
1440	CP026825	1	2125192	2126361	-
1440	CP034935	1	789201	790371	+
1440	CP026834	1	24062	25232	-
1440	CP026805	1	228551	229721	-
1439	CP020339	1	4249609	4250661	+
1439	CP000266	1	290742	291794	+
1439	CP026836	1	265500	266548	+
1439	CP049278	1	1803082	1804134	+
1439	CP026799	1	2866573	2867625	-
1439	CP020336	1	418624	419676	+
1439	CP037923	1	2928298	2929350	-
1439	CP026877	1	85146	86198	+
1439	CP026845	1	1155621	1156673	+
1439	CP026846	1	1909466	1910518	+
1439	CP001383	1	319715	320767	+
1439	CP012140	1	320183	321235	+
1438	CP020339	1	4242735	4243773	+
1438	CP020336	1	411750	412788	+
1438	CP001383	1	312841	313879	+
1437	CP030774	1	3526	4927	+
1437	CP041619	1	54276	55677	+
1436	CP020086	1	4095465	4096657	+
1436	CP014768	1	2368316	2369511	+
1435	CP006736	1	3711305	3712365	+
1435	CP026782	1	1581208	1582270	+
1435	CP026784	1	469011	470073	-
1435	CP000034	1	3762641	3763703	+
1435	CP026878	1	3205476	3206538	-
1435	CP026786	1	2258289	2259351	-
1435	CP026780	1	3616862	3617924	+
1435	CP026774	1	2496204	2497266	-
1435	CP026777	1	1577514	1578576	+
1434	CP006736	1	1884926	1886494	+
1434	CP000034	1	1925119	1926684	+
1434	CP026878	1	674949	676513	-
1434	CP026780	1	1764200	1765764	+
1434	CP026777	1	4121013	4122578	+
1433	CP049285	1	3779586	3780731	+
1433	CP000036	1	3129565	3130710	+
1433	CP026839	1	968052	969197	-
1433	CP026811	1	3751162	3752307	+
1433	CP041620	1	3522439	3523584	+
1433	CP026840	1	1188936	1190081	-
1433	CP026831	1	4015646	4016803	-
1433	CP026766	1	1832708	1833853	+
1433	CP011511	1	3176512	3177657	+
1433	CP026731	1	1466719	1467864	-
1432	CP049285	1	3615256	3616587	+
1432	CP041513	1	4196674	4198006	-
1432	CP026832	1	124571	125899	+
1432	CP026840	1	1191832	1193164	+
1432	CP026840	1	2142361	2143689	+
1432	CP026840	1	4000403	4001732	-
1432	CP026828	1	203595	204927	-
1432	CP045784	1	272009	273341	+
1432	CP045784	1	1800963	1802291	-
1432	CP026766	1	2619930	2621258	+
1432	CP026825	1	967737	969065	+
1432	CP026762	1	1032513	1033845	-
1432	CP049281	1	1940119	1941451	-
1432	CP026814	1	3845008	3846340	-
1432	CP001063	1	1427180	1428512	-
1432	CP027027	1	3107751	3109083	-
1431	CP049285	1	3145522	3146543	+
1431	CP011511	1	2542768	2543789	+
1431	CP026731	1	2104251	2105272	-
1430	CP049285	1	3027161	3028364	+
1430	CP041513	1	960614	961816	-
1430	CP026766	1	319369	320571	+
1430	CP026766	1	3464160	3465363	+
1430	CP026766	1	3979088	3980289	+
1430	CP011511	1	2424404	2425607	+
1430	CP026814	1	594691	595893	-
1429	CP049285	1	2845788	2847120	+
1429	CP049285	1	3265141	3266456	+
1429	CP026842	1	495224	496557	-
1429	CP026832	1	1142327	1143660	+
1429	CP026832	1	3465353	3466668	+
1429	CP026811	1	1874327	1875659	-
1429	CP026828	1	1934944	1936259	-
1429	CP026828	1	2042105	2043435	+
1429	CP026828	1	4423924	4425257	-
1429	CP045784	1	779588	780921	-
1429	CP045784	1	2327528	2328860	-
1429	CP045784	1	3065357	3066672	-
1429	CP026766	1	1712414	1713746	+
1429	CP034935	1	1200775	1202107	+
1429	CP026834	1	4299896	4301228	-
1429	CP011511	1	2662424	2663739	+
1429	CP049281	1	3284678	3285993	-
1429	CP049281	1	3745076	3746404	-
1429	CP026805	1	950811	952144	+
1429	CP026805	1	4424593	4425925	-
1429	CP026731	1	1984354	1985669	-
1429	CP027027	1	2722930	2724260	+
1429	CP027027	1	3566955	3568288	-
1428	CP049285	1	2833341	2834715	+
1428	CP026836	1	129620	130983	-
1428	CP049278	1	1723243	1724613	-
1428	CP000036	1	2106548	2107923	-
1428	CP026811	1	147230	148605	-
1428	CP026824	1	4072735	4074089	-
1428	CP026877	1	5090411	5091781	-
1428	CP011511	1	2231980	2233354	+
1428	CP026845	1	1289119	1290489	+
1428	CP026846	1	1828502	1829857	-
1428	CP026731	1	2411732	2413108	-
1427	CP049285	1	2532762	2533849	+
1427	CP026828	1	3569480	3570567	+
1427	CP026766	1	568533	569620	+
1426	CP049285	1	2525720	2527357	+
1426	CP049285	1	2840130	2841767	-
1426	CP026836	1	118465	120111	+
1426	CP049278	1	1709337	1710951	+
1426	CP000036	1	2099496	2101133	+
1426	CP026811	1	140543	142180	+
1426	CP026824	1	4056035	4057679	+
1426	CP026877	1	1596008	1597646	-
1426	CP026877	1	5043127	5044740	+
1426	CP026828	1	3562353	3563990	+
1426	CP026766	1	561421	563058	+
1426	CP011511	1	2238769	2240374	-
1426	CP026845	1	1299212	1300826	-
1426	CP026846	1	1815069	1816682	+
1425	CP049285	1	2509450	2510814	+
1425	CP026811	1	462383	463748	-
1425	CP011511	1	1917106	1918470	+
1425	CP026731	1	2727018	2728383	-
1424	CP049285	1	2344100	2345141	+
1424	CP011511	1	1751756	1752797	+
1423	CP049285	1	1768445	1769713	+
1423	CP000036	1	1218375	1219644	-
1423	CP026811	1	1251519	1252781	-
1423	CP026766	1	4490047	4491308	+
1423	CP011511	1	1172764	1174032	+
1423	CP026731	1	3339802	3341071	-
1422	CP049285	1	1761527	1767127	+
1422	CP000036	1	1137934	1143534	+
1422	CP026811	1	1252785	1258384	-
1422	CP026766	1	4484443	4490043	+
1422	CP011511	1	1165846	1171446	+
1422	CP026731	1	3342389	3347987	-
1421	CP049285	1	1552034	1554946	+
1421	CP026842	1	1038590	1041500	+
1421	CP026832	1	1529128	1532040	+
1421	CP000036	1	769683	772595	+
1421	CP026811	1	2066892	2069804	+
1421	CP026840	1	3554797	3557697	+
1421	CP026828	1	3706458	3709371	+
1421	CP045784	1	388840	391754	-
1421	CP026766	1	3993065	3995977	+
1421	CP026825	1	2421683	2424594	+
1421	CP034935	1	1160311	1163225	-
1421	CP026834	1	4337257	4340170	+
1421	CP011511	1	792088	795000	+
1421	CP026805	1	4463471	4466384	+
1421	CP026731	1	3554558	3557468	-
1420	CP049285	1	1390974	1399453	+
1420	CP026731	1	3711340	3719819	-
1419	CP049285	1	1334307	1336083	+
1419	CP000036	1	935866	937641	-
1419	CP026811	1	1468362	1470137	-
1419	CP026831	1	1488646	1490423	+
1419	CP026766	1	4168150	4169926	+
1419	CP011511	1	961220	962996	+
1419	CP026731	1	3774743	3776518	-
1418	CP049285	1	1207697	1208741	+
1418	CP000036	1	1013853	1014894	-
1418	CP026766	1	1300704	1301746	-
1418	CP011511	1	601080	602124	+
1418	CP011511	1	876765	877806	-
1418	CP026731	1	3912587	3913631	-
1417	CP049285	1	1188598	1190043	+
1417	CP026842	1	815052	816507	+
1417	CP026832	1	1303764	1305214	+
1417	CP000036	1	566416	567861	+
1417	CP026839	1	3247926	3249371	-
1417	CP026811	1	1854473	1855918	+
1417	CP026840	1	3330684	3332144	+
1417	CP026828	1	4123873	4125318	-
1417	CP045784	1	617659	619114	-
1417	CP026766	1	3799775	3801220	+
1417	CP026825	1	2195224	2196673	+
1417	CP034935	1	1396235	1397695	-
1417	CP026834	1	4104306	4105771	+
1417	CP011511	1	581981	583426	+
1417	CP026805	1	4229033	4230493	+
1417	CP014768	1	1455530	1456975	+
1417	CP026731	1	3931283	3932728	-
1416	CP049285	1	447718	450476	+
1416	CP000036	1	4224886	4227646	-
1416	CP011511	1	4278291	4281051	-
1416	CP026731	1	364873	367634	+
1415	CP049285	1	210941	212144	+
1415	CP026811	1	2869956	2871158	-
1415	CP026766	1	592595	593798	+
1415	CP026766	1	1426756	1427958	-
1415	CP026766	1	3238818	3240021	-
1415	CP026766	1	3819385	3820587	-
1415	CP026731	1	462028	463230	-
1414	CP019689	1	4605166	4606468	+
1414	CP010829	1	1846127	1847429	+
1414	CP026841	1	162681	163996	+
1414	CP022672	1	3331943	3333259	-
1414	CP026811	1	4222976	4224306	+
1414	CP026824	1	2374517	2375848	-
1414	CP026802	1	356350	357666	+
1414	CP026825	1	2075062	2076394	-
1414	CP000038	1	1843979	1845281	+
1413	CP019689	1	4378425	4381514	+
1413	CP021144	1	171594	174653	+
1412	CP019689	1	1630955	1632257	+
1412	CP026842	1	1490419	1491750	-
1412	CP026842	1	4469013	4470316	+
1412	CP041513	1	2859203	2860534	+
1412	CP010829	1	3756025	3757327	+
1412	CP049278	1	1185351	1186683	-
1412	CP026832	1	12890	14219	-
1412	CP000036	1	3250609	3251943	-
1412	CP026840	1	2030438	2031768	-
1412	CP026840	1	2397714	2399032	+
1412	CP026766	1	2505415	2506745	-
1412	CP026766	1	2564809	2566140	-
1412	CP026825	1	856097	857426	-
1412	CP026846	1	1328834	1330166	+
1412	CP026814	1	2501573	2502904	+
1412	CP027027	1	2072524	2073857	-
1412	CP027027	1	3297724	3299053	-
1412	CP027027	1	3443702	3445031	+
1412	CP027027	1	4715313	4716643	-
1411	CP049175	1	4492545	4493582	+
1411	CP049177	1	2448755	2449792	-
1411	CP049179	1	3583429	3584466	+
1410	CP049175	1	4453867	4454937	+
1410	CP049177	1	2487399	2488469	-
1410	CP049179	1	3544751	3545821	+
1410	CP026842	1	1633115	1634185	+
1410	CP026832	1	1970229	1971299	+
